YEAR,TEAM NO1,TEAM1,SEED1,CURRENT ROUND,TEAM NO2,TEAM2,SEED2,DUNKS FG%1,DUNKS FG%2,WINNER
2016,570,North Carolina,1,4,555,Syracuse,10,94.3,87.8,0.0
2016,543,Villanova,2,2,570,North Carolina,1,95.8,94.3,0.0
2015,510,Kentucky,1,64,516,Hampton,16,92.5,85.3,0.0
2015,526,Cincinnati,8,64,489,Purdue,9,93.9,89.2,0.0
2015,473,West Virginia,5,64,529,Buffalo,12,94.2,86.3,0.0
2015,505,Maryland,4,64,477,Valparaiso,13,90.5,85.0,0.0
2015,528,Butler,6,64,483,Texas,11,98.1,82.8,0.0
2015,495,Notre Dame,3,64,497,Northeastern,14,91.6,88.6,0.0
2015,472,Wichita St.,7,64,514,Indiana,10,86.2,90.5,0.0
2015,511,Kansas,2,64,502,New Mexico St.,15,79.8,97.8,0.0
2015,471,Wisconsin,1,64,525,Coastal Carolina,16,88.1,86.5,0.0
2015,491,Oregon,8,64,492,Oklahoma St.,9,92.0,88.2,0.0
2015,533,Arkansas,5,64,470,Wofford,12,85.2,94.1,0.0
2015,501,North Carolina,4,64,515,Harvard,13,95.9,86.9,0.0
2015,468,Xavier,6,64,503,Mississippi,11,83.5,88.2,0.0
2015,532,Baylor,3,64,518,Georgia St.,14,87.2,92.1,1.0
2015,476,VCU,7,64,494,Ohio St.,10,91.1,91.6,1.0
2015,534,Arizona,2,64,482,Texas Southern,15,90.0,90.0,0.0
2015,475,Villanova,1,64,509,Lafayette,16,90.5,83.3,0.0
2015,500,North Carolina St.,8,64,507,LSU,9,85.7,94.1,0.0
2015,496,Northern Iowa,5,64,469,Wyoming,12,94.9,93.6,0.0
2015,508,Louisville,4,64,480,UC Irvine,13,92.8,86.3,0.0
2015,490,Providence,6,64,523,Dayton,11,88.2,88.6,1.0
2015,493,Oklahoma,3,64,535,Albany,14,90.5,80.0,0.0
2015,504,Michigan St.,7,64,519,Georgia,10,88.5,94.8,0.0
2015,474,Virginia,2,64,531,Belmont,15,92.9,94.1,0.0
2015,522,Duke,1,64,488,Robert Morris,16,95.4,88.5,0.0
2015,487,San Diego St.,8,64,485,St. John's,9,84.3,89.0,0.0
2015,478,Utah,5,64,484,Stephen F. Austin,12,90.3,96.4,0.0
2015,520,Georgetown,4,64,521,Eastern Washington,13,88.1,95.1,0.0
2015,486,SMU,6,64,479,UCLA,11,86.8,93.8,1.0
2015,512,Iowa St.,3,64,481,UAB,14,88.6,85.0,1.0
2015,513,Iowa,7,64,524,Davidson,10,84.7,85.3,0.0
2015,517,Gonzaga,2,64,499,North Dakota St.,15,90.4,96.9,0.0
2015,510,Kentucky,1,32,526,Cincinnati,8,92.5,93.9,0.0
2015,473,West Virginia,5,32,505,Maryland,4,94.2,90.5,0.0
2015,528,Butler,6,32,495,Notre Dame,3,98.1,91.6,1.0
2015,472,Wichita St.,7,32,511,Kansas,2,86.2,79.8,0.0
2015,471,Wisconsin,1,32,491,Oregon,8,88.1,92.0,0.0
2015,533,Arkansas,5,32,501,North Carolina,4,85.2,95.9,1.0
2015,468,Xavier,6,32,518,Georgia St.,14,83.5,92.1,0.0
2015,494,Ohio St.,10,32,534,Arizona,2,91.6,90.0,1.0
2015,475,Villanova,1,32,500,North Carolina St.,8,90.5,85.7,1.0
2015,496,Northern Iowa,5,32,508,Louisville,4,94.9,92.8,1.0
2015,523,Dayton,11,32,493,Oklahoma,3,88.6,90.5,1.0
2015,504,Michigan St.,7,32,474,Virginia,2,88.5,92.9,0.0
2015,522,Duke,1,32,487,San Diego St.,8,95.4,84.3,0.0
2015,478,Utah,5,32,520,Georgetown,4,90.3,88.1,0.0
2015,479,UCLA,11,32,481,UAB,14,93.8,85.0,0.0
2015,513,Iowa,7,32,517,Gonzaga,2,84.7,90.4,1.0
2015,510,Kentucky,1,16,473,West Virginia,5,92.5,94.2,0.0
2015,495,Notre Dame,3,16,472,Wichita St.,7,91.6,86.2,0.0
2015,471,Wisconsin,1,16,501,North Carolina,4,88.1,95.9,0.0
2015,468,Xavier,6,16,534,Arizona,2,83.5,90.0,1.0
2015,500,North Carolina St.,8,16,508,Louisville,4,85.7,92.8,1.0
2015,493,Oklahoma,3,16,504,Michigan St.,7,90.5,88.5,1.0
2015,522,Duke,1,16,478,Utah,5,95.4,90.3,0.0
2015,479,UCLA,11,16,517,Gonzaga,2,93.8,90.4,1.0
2015,510,Kentucky,1,8,495,Notre Dame,3,92.5,91.6,0.0
2015,471,Wisconsin,1,8,534,Arizona,2,88.1,90.0,0.0
2015,508,Louisville,4,8,504,Michigan St.,7,92.8,88.5,1.0
2015,522,Duke,1,8,517,Gonzaga,2,95.4,90.4,0.0
2015,510,Kentucky,1,4,471,Wisconsin,1,92.5,88.1,1.0
2015,504,Michigan St.,7,4,522,Duke,1,88.5,95.4,1.0
2015,471,Wisconsin,1,2,522,Duke,1,88.1,95.4,1.0
2014,451,Florida,1,64,467,Albany,16,89.0,86.1,0.0
2014,458,Colorado,8,64,421,Pittsburgh,9,88.1,89.7,1.0
2014,408,VCU,5,64,415,Stephen F. Austin,12,82.5,96.3,1.0
2014,409,UCLA,4,64,410,Tulsa,13,91.5,85.7,0.0
2014,425,Ohio St.,6,64,455,Dayton,11,89.7,88.5,1.0
2014,414,Syracuse,3,64,404,Western Michigan,14,86.6,91.1,0.0
2014,431,New Mexico,7,64,416,Stanford,10,92.9,89.3,1.0
2014,445,Kansas,2,64,452,Eastern Kentucky,15,93.3,90.0,0.0
2014,406,Virginia,1,64,459,Coastal Carolina,16,87.9,97.7,0.0
2014,438,Memphis,8,64,450,George Washington,9,90.2,93.3,0.0
2014,460,Cincinnati,5,64,448,Harvard,12,91.1,91.0,1.0
2014,435,Michigan St.,4,64,454,Delaware,13,91.3,84.4,0.0
2014,429,North Carolina,6,64,420,Providence,11,92.2,80.8,0.0
2014,446,Iowa St.,3,64,428,North Carolina Central,14,92.6,83.1,0.0
2014,457,Connecticut,7,64,419,Saint Joseph's,10,89.7,94.0,0.0
2014,407,Villanova,2,64,434,Milwaukee,15,86.9,82.6,0.0
2014,465,Arizona,1,64,405,Weber St.,16,91.9,91.3,0.0
2014,449,Gonzaga,8,64,423,Oklahoma St.,9,94.7,88.7,0.0
2014,424,Oklahoma,5,64,426,North Dakota St.,12,87.5,94.6,1.0
2014,417,San Diego St.,4,64,430,New Mexico St.,13,87.7,97.3,0.0
2014,463,Baylor,6,64,432,Nebraska,11,87.8,89.1,0.0
2014,456,Creighton,3,64,442,Louisiana Lafayette,14,97.1,90.5,0.0
2014,422,Oregon,7,64,462,BYU,10,89.7,93.7,0.0
2014,402,Wisconsin,2,64,466,American,15,88.9,89.2,0.0
2014,403,Wichita St.,1,64,461,Cal Poly,16,92.1,83.3,0.0
2014,443,Kentucky,8,64,444,Kansas St.,9,92.8,89.2,0.0
2014,418,Saint Louis,5,64,427,North Carolina St.,12,87.2,96.6,0.0
2014,441,Louisville,4,64,440,Manhattan,13,89.7,84.1,0.0
2014,439,Massachusetts,6,64,413,Tennessee,11,90.7,86.9,1.0
2014,453,Duke,3,64,437,Mercer,14,90.7,88.9,1.0
2014,412,Texas,7,64,464,Arizona St.,10,90.1,86.5,0.0
2014,436,Michigan,2,64,401,Wofford,15,94.0,83.3,0.0
2014,451,Florida,1,32,421,Pittsburgh,9,89.0,89.7,0.0
2014,415,Stephen F. Austin,12,32,409,UCLA,4,96.3,91.5,1.0
2014,455,Dayton,11,32,414,Syracuse,3,88.5,86.6,0.0
2014,416,Stanford,10,32,445,Kansas,2,89.3,93.3,0.0
2014,406,Virginia,1,32,438,Memphis,8,87.9,90.2,0.0
2014,448,Harvard,12,32,435,Michigan St.,4,91.0,91.3,1.0
2014,429,North Carolina,6,32,446,Iowa St.,3,92.2,92.6,1.0
2014,457,Connecticut,7,32,407,Villanova,2,89.7,86.9,0.0
2014,465,Arizona,1,32,449,Gonzaga,8,91.9,94.7,0.0
2014,426,North Dakota St.,12,32,417,San Diego St.,4,94.6,87.7,1.0
2014,463,Baylor,6,32,456,Creighton,3,87.8,97.1,0.0
2014,422,Oregon,7,32,402,Wisconsin,2,89.7,88.9,1.0
2014,403,Wichita St.,1,32,443,Kentucky,8,92.1,92.8,1.0
2014,418,Saint Louis,5,32,441,Louisville,4,87.2,89.7,1.0
2014,413,Tennessee,11,32,437,Mercer,14,86.9,88.9,0.0
2014,412,Texas,7,32,436,Michigan,2,90.1,94.0,1.0
2014,451,Florida,1,16,409,UCLA,4,89.0,91.5,0.0
2014,455,Dayton,11,16,416,Stanford,10,88.5,89.3,0.0
2014,406,Virginia,1,16,435,Michigan St.,4,87.9,91.3,1.0
2014,446,Iowa St.,3,16,457,Connecticut,7,92.6,89.7,1.0
2014,465,Arizona,1,16,417,San Diego St.,4,91.9,87.7,0.0
2014,463,Baylor,6,16,402,Wisconsin,2,87.8,88.9,1.0
2014,443,Kentucky,8,16,441,Louisville,4,92.8,89.7,0.0
2014,413,Tennessee,11,16,436,Michigan,2,86.9,94.0,1.0
2014,451,Florida,1,8,455,Dayton,11,89.0,88.5,0.0
2014,435,Michigan St.,4,8,457,Connecticut,7,91.3,89.7,1.0
2014,465,Arizona,1,8,402,Wisconsin,2,91.9,88.9,1.0
2014,443,Kentucky,8,8,436,Michigan,2,92.8,94.0,0.0
2014,451,Florida,1,4,457,Connecticut,7,89.0,89.7,1.0
2014,402,Wisconsin,2,4,443,Kentucky,8,88.9,92.8,1.0
2014,457,Connecticut,7,2,443,Kentucky,8,89.7,92.8,0.0
2013,370,Louisville,1,64,356,North Carolina A&T,16,92.5,90.8,0.0
2013,389,Colorado St.,8,64,361,Missouri,9,95.3,94.3,0.0
2013,350,Oklahoma St.,5,64,349,Oregon,12,89.1,93.3,1.0
2013,346,Saint Louis,4,64,358,New Mexico St.,13,82.9,89.9,0.0
2013,368,Memphis,6,64,345,Saint Mary's,11,92.0,90.3,0.0
2013,365,Michigan St.,3,64,337,Valparaiso,14,89.1,87.9,0.0
2013,388,Creighton,7,64,391,Cincinnati,10,98.1,97.4,0.0
2013,386,Duke,2,64,398,Albany,15,88.3,92.1,0.0
2013,382,Gonzaga,1,64,342,Southern,16,90.9,81.3,0.0
2013,347,Pittsburgh,8,64,333,Wichita St.,9,91.7,86.8,1.0
2013,332,Wisconsin,5,64,362,Mississippi,12,86.7,91.8,1.0
2013,374,Kansas St.,4,64,373,La Salle,13,85.9,91.3,1.0
2013,397,Arizona,6,64,396,Belmont,11,88.4,84.2,0.0
2013,359,New Mexico,3,64,381,Harvard,14,90.3,95.2,1.0
2013,353,Notre Dame,7,64,377,Iowa St.,10,90.0,86.7,1.0
2013,352,Ohio St.,2,64,378,Iona,15,89.3,90.6,0.0
2013,375,Kansas,1,64,334,Western Kentucky,16,94.8,88.2,0.0
2013,357,North Carolina,8,64,335,Villanova,9,86.4,74.6,0.0
2013,336,VCU,5,64,399,Akron,12,88.0,95.2,0.0
2013,366,Michigan,4,64,343,South Dakota St.,13,93.8,72.7,0.0
2013,339,UCLA,6,64,363,Minnesota,11,90.9,91.8,1.0
2013,385,Florida,3,64,354,Northwestern St.,14,95.4,91.9,0.0
2013,344,San Diego St.,7,64,351,Oklahoma,10,92.8,93.2,0.0
2013,383,Georgetown,2,64,384,Florida Gulf Coast,15,83.1,85.4,1.0
2013,379,Indiana,1,64,376,James Madison,16,90.8,85.9,0.0
2013,355,North Carolina St.,8,64,340,Temple,9,91.1,89.1,1.0
2013,338,UNLV,5,64,392,California,12,90.1,93.8,1.0
2013,341,Syracuse,4,64,360,Montana,13,85.2,89.3,0.0
2013,393,Butler,6,64,394,Bucknell,11,96.5,89.7,0.0
2013,369,Marquette,3,64,387,Davidson,14,90.3,84.0,0.0
2013,380,Illinois,7,64,390,Colorado,10,88.5,89.6,0.0
2013,367,Miami FL,2,64,348,Pacific,15,86.3,94.7,0.0
2013,370,Louisville,1,32,389,Colorado St.,8,92.5,95.3,0.0
2013,349,Oregon,12,32,346,Saint Louis,4,93.3,82.9,0.0
2013,368,Memphis,6,32,365,Michigan St.,3,92.0,89.1,1.0
2013,388,Creighton,7,32,386,Duke,2,98.1,88.3,1.0
2013,382,Gonzaga,1,32,333,Wichita St.,9,90.9,86.8,1.0
2013,362,Mississippi,12,32,373,La Salle,13,91.8,91.3,1.0
2013,397,Arizona,6,32,381,Harvard,14,88.4,95.2,0.0
2013,377,Iowa St.,10,32,352,Ohio St.,2,86.7,89.3,1.0
2013,375,Kansas,1,32,357,North Carolina,8,94.8,86.4,0.0
2013,336,VCU,5,32,366,Michigan,4,88.0,93.8,1.0
2013,363,Minnesota,11,32,385,Florida,3,91.8,95.4,1.0
2013,344,San Diego St.,7,32,384,Florida Gulf Coast,15,92.8,85.4,1.0
2013,379,Indiana,1,32,340,Temple,9,90.8,89.1,0.0
2013,392,California,12,32,341,Syracuse,4,93.8,85.2,1.0
2013,393,Butler,6,32,369,Marquette,3,96.5,90.3,1.0
2013,380,Illinois,7,32,367,Miami FL,2,88.5,86.3,1.0
2013,370,Louisville,1,16,349,Oregon,12,92.5,93.3,0.0
2013,365,Michigan St.,3,16,386,Duke,2,89.1,88.3,1.0
2013,333,Wichita St.,9,16,373,La Salle,13,86.8,91.3,0.0
2013,397,Arizona,6,16,352,Ohio St.,2,88.4,89.3,1.0
2013,375,Kansas,1,16,366,Michigan,4,94.8,93.8,1.0
2013,385,Florida,3,16,384,Florida Gulf Coast,15,95.4,85.4,0.0
2013,379,Indiana,1,16,341,Syracuse,4,90.8,85.2,1.0
2013,369,Marquette,3,16,367,Miami FL,2,90.3,86.3,0.0
2013,370,Louisville,1,8,386,Duke,2,92.5,88.3,0.0
2013,333,Wichita St.,9,8,352,Ohio St.,2,86.8,89.3,0.0
2013,366,Michigan,4,8,385,Florida,3,93.8,95.4,0.0
2013,341,Syracuse,4,8,369,Marquette,3,85.2,90.3,0.0
2013,370,Louisville,1,4,333,Wichita St.,9,92.5,86.8,0.0
2013,366,Michigan,4,4,341,Syracuse,4,93.8,85.2,0.0
2013,370,Louisville,1,2,366,Michigan,4,92.5,93.8,0.0
2012,308,Kentucky,1,64,267,Western Kentucky,16,95.8,70.0,0.0
2012,311,Iowa St.,8,64,323,Connecticut,9,91.4,92.3,0.0
2012,266,Wichita St.,5,64,271,VCU,12,88.1,87.7,1.0
2012,313,Indiana,4,64,292,New Mexico St.,13,91.1,94.9,0.0
2012,273,UNLV,6,64,325,Colorado,11,92.4,84.7,1.0
2012,330,Baylor,3,64,281,South Dakota St.,14,91.6,83.3,0.0
2012,288,Notre Dame,7,64,264,Xavier,10,91.5,87.0,1.0
2012,319,Duke,2,64,306,Lehigh,15,90.6,91.8,1.0
2012,298,Michigan St.,1,64,305,LIU Brooklyn,16,92.9,92.8,0.0
2012,300,Memphis,8,64,284,Saint Louis,9,86.0,82.1,1.0
2012,293,New Mexico,5,64,304,Long Beach St.,12,88.5,93.7,0.0
2012,303,Louisville,4,64,321,Davidson,13,87.4,83.3,0.0
2012,294,Murray St.,6,64,324,Colorado St.,11,89.7,96.9,0.0
2012,301,Marquette,3,64,328,BYU,14,81.3,90.6,0.0
2012,318,Florida,7,64,269,Virginia,10,96.1,90.7,0.0
2012,296,Missouri,2,64,291,Norfolk St.,15,90.9,91.9,1.0
2012,277,Syracuse,1,64,274,UNC Asheville,16,87.1,93.5,0.0
2012,309,Kansas St.,8,64,279,Southern Miss,9,82.8,90.4,0.0
2012,272,Vanderbilt,5,64,314,Harvard,12,95.9,93.7,0.0
2012,265,Wisconsin,4,64,295,Montana,13,83.3,100.0,0.0
2012,326,Cincinnati,6,64,275,Texas,11,89.0,89.5,0.0
2012,317,Florida St.,3,64,278,St. Bonaventure,14,93.0,92.5,0.0
2012,315,Gonzaga,7,64,268,West Virginia,10,90.9,86.5,0.0
2012,286,Ohio St.,2,64,302,Loyola MD,15,95.6,90.1,0.0
2012,290,North Carolina,1,64,270,Vermont,16,96.0,86.4,0.0
2012,322,Creighton,8,64,331,Alabama,9,91.7,86.7,0.0
2012,276,Temple,5,64,280,South Florida,12,95.0,87.8,1.0
2012,299,Michigan,4,64,287,Ohio,13,95.2,84.0,1.0
2012,282,San Diego St.,6,64,289,North Carolina St.,11,94.3,93.1,1.0
2012,316,Georgetown,3,64,329,Belmont,14,86.2,100.0,0.0
2012,283,Saint Mary's,7,64,285,Purdue,10,87.5,92.9,1.0
2012,310,Kansas,2,64,320,Detroit,15,87.9,91.0,0.0
2012,308,Kentucky,1,32,311,Iowa St.,8,95.8,91.4,0.0
2012,271,VCU,12,32,313,Indiana,4,87.7,91.1,1.0
2012,325,Colorado,11,32,330,Baylor,3,84.7,91.6,1.0
2012,264,Xavier,10,32,306,Lehigh,15,87.0,91.8,0.0
2012,298,Michigan St.,1,32,284,Saint Louis,9,92.9,82.1,0.0
2012,293,New Mexico,5,32,303,Louisville,4,88.5,87.4,1.0
2012,294,Murray St.,6,32,301,Marquette,3,89.7,81.3,1.0
2012,318,Florida,7,32,291,Norfolk St.,15,96.1,91.9,0.0
2012,277,Syracuse,1,32,309,Kansas St.,8,87.1,82.8,0.0
2012,272,Vanderbilt,5,32,265,Wisconsin,4,95.9,83.3,1.0
2012,326,Cincinnati,6,32,317,Florida St.,3,89.0,93.0,0.0
2012,315,Gonzaga,7,32,286,Ohio St.,2,90.9,95.6,1.0
2012,290,North Carolina,1,32,322,Creighton,8,96.0,91.7,0.0
2012,280,South Florida,12,32,287,Ohio,13,87.8,84.0,1.0
2012,289,North Carolina St.,11,32,316,Georgetown,3,93.1,86.2,0.0
2012,285,Purdue,10,32,310,Kansas,2,92.9,87.9,1.0
2012,308,Kentucky,1,16,313,Indiana,4,95.8,91.1,0.0
2012,330,Baylor,3,16,264,Xavier,10,91.6,87.0,0.0
2012,298,Michigan St.,1,16,303,Louisville,4,92.9,87.4,1.0
2012,301,Marquette,3,16,318,Florida,7,81.3,96.1,1.0
2012,277,Syracuse,1,16,265,Wisconsin,4,87.1,83.3,0.0
2012,326,Cincinnati,6,16,286,Ohio St.,2,89.0,95.6,1.0
2012,290,North Carolina,1,16,287,Ohio,13,96.0,84.0,0.0
2012,289,North Carolina St.,11,16,310,Kansas,2,93.1,87.9,1.0
2012,308,Kentucky,1,8,330,Baylor,3,95.8,91.6,0.0
2012,303,Louisville,4,8,318,Florida,7,87.4,96.1,0.0
2012,277,Syracuse,1,8,286,Ohio St.,2,87.1,95.6,1.0
2012,290,North Carolina,1,8,310,Kansas,2,96.0,87.9,1.0
2012,308,Kentucky,1,4,303,Louisville,4,95.8,87.4,0.0
2012,286,Ohio St.,2,4,310,Kansas,2,95.6,87.9,1.0
2012,308,Kentucky,1,2,310,Kansas,2,95.8,87.9,0.0
2011,226,Ohio St.,1,64,204,UTSA,16,95.2,100.0,0.0
2011,249,George Mason,8,64,201,Villanova,9,94.5,92.5,0.0
2011,199,West Virginia,5,64,254,Clemson,12,97.0,92.9,0.0
2011,240,Kentucky,4,64,222,Princeton,13,89.2,92.9,0.0
2011,196,Xavier,6,64,236,Marquette,11,94.0,92.2,1.0
2011,216,Syracuse,3,64,243,Indiana St.,14,88.9,76.9,0.0
2011,200,Washington,7,64,247,Georgia,10,88.7,91.0,0.0
2011,230,North Carolina,2,64,238,LIU Brooklyn,15,97.1,92.9,0.0
2011,252,Duke,1,64,245,Hampton,16,93.5,86.3,0.0
2011,234,Michigan,8,64,214,Tennessee,9,92.7,93.0,0.0
2011,261,Arizona,5,64,235,Memphis,12,91.8,91.4,0.0
2011,213,Texas,4,64,227,Oakland,13,90.4,98.9,0.0
2011,255,Cincinnati,6,64,232,Missouri,11,91.0,84.6,0.0
2011,253,Connecticut,3,64,258,Bucknell,14,86.7,91.3,0.0
2011,215,Temple,7,64,224,Penn St.,10,94.3,97.9,0.0
2011,218,San Diego St.,2,64,229,Northern Colorado,15,93.9,72.2,0.0
2011,242,Kansas,1,64,259,Boston University,16,88.3,88.4,0.0
2011,207,UNLV,8,64,244,Illinois,9,91.5,91.5,1.0
2011,203,Vanderbilt,5,64,220,Richmond,12,92.4,91.3,1.0
2011,237,Louisville,4,64,231,Morehead St.,13,86.9,90.2,1.0
2011,248,Georgetown,6,64,202,VCU,11,90.9,93.8,1.0
2011,221,Purdue,3,64,219,Saint Peter's,14,91.4,78.0,0.0
2011,212,Texas A&M,7,64,250,Florida St.,10,91.0,86.2,1.0
2011,228,Notre Dame,2,64,263,Akron,15,87.9,94.3,0.0
2011,223,Pittsburgh,1,64,208,UNC Asheville,16,92.9,93.9,0.0
2011,257,Butler,8,64,225,Old Dominion,9,95.2,98.0,0.0
2011,241,Kansas St.,5,64,205,Utah St.,12,90.4,95.3,0.0
2011,198,Wisconsin,4,64,260,Belmont,13,86.0,100.0,0.0
2011,217,St. John's,6,64,246,Gonzaga,11,92.6,93.2,1.0
2011,256,BYU,3,64,197,Wofford,14,88.9,64.3,0.0
2011,209,UCLA,7,64,233,Michigan St.,10,90.7,85.7,0.0
2011,251,Florida,2,64,210,UC Santa Barbara,15,90.8,96.0,0.0
2011,226,Ohio St.,1,32,249,George Mason,8,95.2,94.5,0.0
2011,199,West Virginia,5,32,240,Kentucky,4,97.0,89.2,1.0
2011,236,Marquette,11,32,216,Syracuse,3,92.2,88.9,0.0
2011,200,Washington,7,32,230,North Carolina,2,88.7,97.1,1.0
2011,252,Duke,1,32,234,Michigan,8,93.5,92.7,0.0
2011,261,Arizona,5,32,213,Texas,4,91.8,90.4,0.0
2011,255,Cincinnati,6,32,253,Connecticut,3,91.0,86.7,1.0
2011,215,Temple,7,32,218,San Diego St.,2,94.3,93.9,1.0
2011,242,Kansas,1,32,244,Illinois,9,88.3,91.5,0.0
2011,220,Richmond,12,32,231,Morehead St.,13,91.3,90.2,0.0
2011,202,VCU,11,32,221,Purdue,3,93.8,91.4,0.0
2011,250,Florida St.,10,32,228,Notre Dame,2,86.2,87.9,0.0
2011,223,Pittsburgh,1,32,257,Butler,8,92.9,95.2,1.0
2011,241,Kansas St.,5,32,198,Wisconsin,4,90.4,86.0,1.0
2011,246,Gonzaga,11,32,256,BYU,3,93.2,88.9,1.0
2011,209,UCLA,7,32,251,Florida,2,90.7,90.8,1.0
2011,226,Ohio St.,1,16,240,Kentucky,4,95.2,89.2,1.0
2011,236,Marquette,11,16,230,North Carolina,2,92.2,97.1,1.0
2011,252,Duke,1,16,261,Arizona,5,93.5,91.8,1.0
2011,253,Connecticut,3,16,218,San Diego St.,2,86.7,93.9,0.0
2011,242,Kansas,1,16,220,Richmond,12,88.3,91.3,0.0
2011,202,VCU,11,16,250,Florida St.,10,93.8,86.2,0.0
2011,257,Butler,8,16,198,Wisconsin,4,95.2,86.0,0.0
2011,256,BYU,3,16,251,Florida,2,88.9,90.8,1.0
2011,240,Kentucky,4,8,230,North Carolina,2,89.2,97.1,0.0
2011,261,Arizona,5,8,253,Connecticut,3,91.8,86.7,1.0
2011,242,Kansas,1,8,202,VCU,11,88.3,93.8,1.0
2011,257,Butler,8,8,251,Florida,2,95.2,90.8,0.0
2011,240,Kentucky,4,4,253,Connecticut,3,89.2,86.7,1.0
2011,202,VCU,11,4,257,Butler,8,93.8,95.2,1.0
2011,253,Connecticut,3,2,257,Butler,8,86.7,95.2,0.0
2010,180,Kansas,1,64,177,Lehigh,16,94.3,96.7,0.0
2010,143,UNLV,8,64,164,Northern Iowa,9,94.2,92.3,1.0
2010,173,Michigan St.,5,64,166,New Mexico St.,12,91.5,97.4,0.0
2010,174,Maryland,4,64,181,Houston,13,89.1,91.5,0.0
2010,147,Tennessee,6,64,151,San Diego St.,11,89.4,93.5,0.0
2010,184,Georgetown,3,64,161,Ohio,14,95.7,92.6,1.0
2010,159,Oklahoma St.,7,64,183,Georgia Tech,10,93.8,88.1,1.0
2010,160,Ohio St.,2,64,144,UC Santa Barbara,15,86.3,84.9,0.0
2010,149,Syracuse,1,64,139,Vermont,16,90.6,93.2,0.0
2010,182,Gonzaga,8,64,185,Florida St.,9,92.6,88.1,0.0
2010,193,Butler,5,64,141,UTEP,12,91.5,95.7,0.0
2010,140,Vanderbilt,4,64,168,Murray St.,13,95.4,90.7,1.0
2010,131,Xavier,6,64,172,Minnesota,11,90.4,95.0,0.0
2010,157,Pittsburgh,3,64,162,Oakland,14,89.4,97.3,0.0
2010,192,BYU,7,64,186,Florida,10,94.1,93.0,0.0
2010,179,Kansas St.,2,64,165,North Texas,15,94.7,88.2,0.0
2010,178,Kentucky,1,64,187,East Tennessee St.,16,90.9,89.1,0.0
2010,146,Texas,8,64,137,Wake Forest,9,91.7,93.3,1.0
2010,148,Temple,5,64,189,Cornell,12,95.2,88.9,1.0
2010,133,Wisconsin,4,64,132,Wofford,13,93.0,78.9,0.0
2010,175,Marquette,6,64,136,Washington,11,92.9,92.8,1.0
2010,167,New Mexico,3,64,170,Montana,14,85.7,94.4,0.0
2010,190,Clemson,7,64,171,Missouri,10,90.8,89.1,1.0
2010,135,West Virginia,2,64,169,Morgan St.,15,95.0,87.9,0.0
2010,188,Duke,1,64,195,Arkansas Pine Bluff,16,83.0,88.3,0.0
2010,191,California,8,64,176,Louisville,9,92.2,88.8,0.0
2010,145,Texas A&M,5,64,142,Utah St.,12,89.1,88.9,0.0
2010,156,Purdue,4,64,150,Siena,13,93.6,80.8,0.0
2010,163,Notre Dame,6,64,158,Old Dominion,11,86.3,85.9,1.0
2010,194,Baylor,3,64,152,Sam Houston St.,14,92.3,97.3,0.0
2010,155,Richmond,7,64,153,Saint Mary's,10,86.4,91.2,1.0
2010,138,Villanova,2,64,154,Robert Morris,15,95.2,92.3,0.0
2010,180,Kansas,1,32,164,Northern Iowa,9,94.3,92.3,1.0
2010,173,Michigan St.,5,32,174,Maryland,4,91.5,89.1,0.0
2010,147,Tennessee,6,32,161,Ohio,14,89.4,92.6,0.0
2010,183,Georgia Tech,10,32,160,Ohio St.,2,88.1,86.3,1.0
2010,149,Syracuse,1,32,182,Gonzaga,8,90.6,92.6,0.0
2010,193,Butler,5,32,168,Murray St.,13,91.5,90.7,0.0
2010,131,Xavier,6,32,157,Pittsburgh,3,90.4,89.4,0.0
2010,192,BYU,7,32,179,Kansas St.,2,94.1,94.7,1.0
2010,178,Kentucky,1,32,137,Wake Forest,9,90.9,93.3,0.0
2010,189,Cornell,12,32,133,Wisconsin,4,88.9,93.0,0.0
2010,136,Washington,11,32,167,New Mexico,3,92.8,85.7,0.0
2010,171,Missouri,10,32,135,West Virginia,2,89.1,95.0,1.0
2010,188,Duke,1,32,191,California,8,83.0,92.2,0.0
2010,145,Texas A&M,5,32,156,Purdue,4,89.1,93.6,1.0
2010,158,Old Dominion,11,32,194,Baylor,3,85.9,92.3,1.0
2010,153,Saint Mary's,10,32,138,Villanova,2,91.2,95.2,0.0
2010,164,Northern Iowa,9,16,173,Michigan St.,5,92.3,91.5,1.0
2010,147,Tennessee,6,16,160,Ohio St.,2,89.4,86.3,0.0
2010,149,Syracuse,1,16,193,Butler,5,90.6,91.5,1.0
2010,131,Xavier,6,16,179,Kansas St.,2,90.4,94.7,1.0
2010,178,Kentucky,1,16,189,Cornell,12,90.9,88.9,0.0
2010,136,Washington,11,16,135,West Virginia,2,92.8,95.0,1.0
2010,188,Duke,1,16,156,Purdue,4,83.0,93.6,0.0
2010,194,Baylor,3,16,153,Saint Mary's,10,92.3,91.2,0.0
2010,173,Michigan St.,5,8,147,Tennessee,6,91.5,89.4,0.0
2010,193,Butler,5,8,179,Kansas St.,2,91.5,94.7,0.0
2010,178,Kentucky,1,8,135,West Virginia,2,90.9,95.0,1.0
2010,188,Duke,1,8,194,Baylor,3,83.0,92.3,0.0
2010,173,Michigan St.,5,4,193,Butler,5,91.5,91.5,1.0
2010,135,West Virginia,2,4,188,Duke,1,95.0,83.0,1.0
